5.8,4.5,4.5,4.3,5,4.4,6.7,4.5,3.6,7.2,6.3,5.6,6.4,4.8,2.7,5.9,6.7,3.7,4.4,2.9,4.2,6,5.4,4.4,5.4,6.8,5.7,4.2,3.6,3.4,6.8,4.3,4.3,4.4,7,2.5,4.4,6.5,3.5,5.6,6.2,6.8,5.3,4.5,6.2,2.8,4.4,5.5,3.7,4.9,5.4,0,,27,10,22,11,8,0
4.9,5.6,4.4,7.2,5.4,5.1,5.4,6.9,4.9,4.6,4.7,5.6,5.7,4.5,6.2,7,2.8,3.6,5.8,6.9,5.6,5.6,5.1,5.2,4.4,5.7,4.4,7.2,3.5,4.3,7.8,7.3,6.9,6,4.9,4.3,3.4,4.5,5.1,7.1,4.7,4,3,4.5,5.8,4.6,6.1,6.6,6.2,2.5,5.1,0,,22,6,23,12,10,0
5.1,6.9,4.9,4.7,6.2,6.5,7.2,5.8,5.6,5.5,6.2,6,2.9,4.8,2.7,4.2,2.9,5,7.1,6.2,4.5,6.1,7.3,6.3,6.4,6.8,6.9,5,5.7,4.7,4.6,5.2,5.6,5.9,4.8,3.9,5.9,5.8,4.7,7.7,4.5,4.2,5.6,3.7,7.4,6.8,5.1,5.8,4.2,5.6,3.2,0,,18,6,17,18,10,0
6,6.7,3.8,5.4,3.7,4.8,6.9,6.9,4.3,5.2,6.2,5.5,6.5,4.8,3.2,5.4,2.7,5.4,7.6,6.5,4.8,5.1,7.6,5,5.8,3,3.1,4.2,4.9,4.3,6.3,4.3,6,5.5,4.4,5.2,6.1,3.7,3,4.3,5.8,6.1,5.4,5.4,6.1,3.6,2.5,6.7,3.2,4.8,3.3,0,,23,12,20,11,8,0
6.1,4.9,4.9,5.4,4.1,6,4.2,6.2,4.5,4.6,3.6,4.5,4.1,6.8,6.7,4.5,3.6,4.7,7.3,3.1,6.8,6.3,7.4,5.5,6.4,5.3,3.2,6,6.5,5.6,6.9,4.9,7.2,7.4,4.1,5,6.6,3.1,4.2,7.3,7.4,4.2,2.7,6.6,7.7,3.4,6.2,6,2.8,6.8,3.1,0,,23,9,17,10,15,0
3.9,4.8,6,3.6,7.3,4.6,5,6.2,5.2,3.8,5.6,5,6.3,6,3.4,4,6.4,4.2,7.8,5.2,2.9,4,4.5,6.6,5,6.9,3.8,7.8,2.8,3.7,7.6,5.9,6.5,6.8,7.5,3.7,7,4.4,3.1,5.3,6.8,6.5,5.5,5.7,4.8,3.8,4.1,5.7,3.2,2.6,3.1,0,,23,14,15,10,12,0
5,7.2,6.1,4.6,4.5,5.3,3.9,6.3,4.7,6,6.7,5.9,3.1,4.1,4.5,6,4.3,4.5,4.9,3.8,6.9,5.1,4.5,6,3.9,6.9,4.4,4,3.5,2.9,4.4,6.3,7.2,5,6.1,3.2,3.9,6.6,3.6,5.5,6.6,6.9,6,6.1,7.2,5.2,4.5,6.6,4,3.8,4.9,0,,25,10,20,11,10,0
5.2,4.1,4.9,5.4,5.5,5.5,4.4,6.9,7,5.5,5.9,7.5,4.4,6.9,5,4.5,3.8,6.6,4.7,2.7,4.6,5.7,5.3,4.6,2.7,4.7,2.9,5.2,6.2,4.8,4.7,5.7,4.9,6.2,7.5,5,4.6,5.4,4.7,7.5,7.1,6.8,3.7,3.5,5.7,6.7,7,7.5,2.8,4.2,3.7,0,,23,8,22,9,12,0
4,5.3,4.7,6.6,6.7,6.8,5.7,7.3,6.2,5,6,4.1,4.6,4.6,3.3,6.7,3,6.2,5.2,6.4,4.2,5,4.2,7.1,4.3,3.2,4.2,6.4,6.1,6.4,4.6,4.8,5,4.7,5,4.6,5.1,2.5,6.4,4.8,6.6,6.3,6.3,4,4.5,3.3,4.9,7.7,4.6,6.8,5.9,0,,23,5,25,12,9,0
4.6,5.1,4.4,3.8,4.1,5.3,7.3,7,4.9,4.5,6.9,6,4.8,7.7,5.9,6.4,5.2,3.9,4.6,4.2,5.6,6,6.4,6.2,5.4,3.9,4.8,6.4,3.8,5.3,7.7,5.7,5.2,4.1,7.3,5.7,5,6.5,5.5,4.7,7.1,5,2.6,2.9,4.1,2.6,3.8,4.9,7,6.2,4,0,,22,8,22,12,9,0
3.8,7,6.3,7.5,5.8,6.8,4.2,6.3,6,6.6,5.3,7.8,4.5,6.1,4.2,4.7,4.1,3.6,6.7,3.9,3.8,5.8,4.9,4.6,5.2,3.5,3.4,6.3,2.6,6,5.1,5.8,5,5.1,6.9,3.9,4.4,4,3.9,4.9,5.3,4.3,3.5,3.6,6.9,5,2.6,7.6,6.5,6.6,6.9,0,,23,12,18,9,12,0
6.4,3.6,6.5,5.6,6,6.8,6.9,4.9,5.3,5.8,5.7,6.7,6.3,5.2,2.7,6,4,4.5,4.2,3.7,4.1,7.1,5.4,4.4,5.4,6.2,4.2,7,4.1,3.5,5.7,4.3,5.2,4.4,5.8,5.5,4.9,4.8,2.5,4.6,6.1,6.8,3.9,3.7,4.3,6.7,5.6,4.7,3,5.1,3.2,0,,24,9,21,13,8,0
4.3,4.7,7.5,6.3,3.9,6.1,5.7,7.2,3.7,4.7,3.8,6.9,4.4,5.9,6.8,6.7,3.8,6.9,7.6,6.7,3.4,6.7,6.7,7.7,2.7,6.1,3.4,4.6,5.6,6.2,7.3,5.3,5.6,7.4,5.5,5.2,2.9,3.3,5.3,7.6,5.1,5,3.3,4.8,4.5,2.9,4.7,6.4,6,4.2,6.3,0,,20,11,14,12,14,0
4.3,6.2,6.3,4.3,6.4,5.6,4.6,4.4,5,4.9,6.7,4.7,5.4,5.8,5.4,5.6,3.4,6,4,3.3,4,5.5,6.2,7.4,5.5,4.3,5.1,6.1,6.1,5.1,6.5,7,6,4.4,5.2,3.4,6.7,3.8,4.4,5.3,6.2,4.4,6.1,2.6,6.4,4.5,2.8,6.3,5.3,2.9,5.4,0,,20,7,22,17,5,0
4.4,7.4,3.6,6.6,5.6,7.2,5.3,6.2,4.5,5.8,7.4,7.4,6.3,5.4,6.4,4.3,2.8,5.9,4.5,5.1,6.1,7.1,5.6,4.8,3.3,4.2,4.6,4.4,4.5,4.7,6.9,6.6,4.5,5.7,4.1,3.6,2.9,3.9,6.9,6.2,4.7,6.4,4.5,3.3,5.1,3.1,2.5,6.1,2.5,3.3,3.1,0,,26,12,18,12,9,0
6.3,4.6,7,6.2,5.9,6.9,6.3,4.8,5.3,3.6,7.1,4.3,5.2,5.8,5.7,4.1,4.7,4.8,5.5,3.7,2.8,6.5,6.9,5.7,3.5,5.2,4.4,7.7,5.5,6,7.3,7.8,4.7,6.4,6,4.7,2.9,6.3,4.3,4.1,7.8,5.7,4.2,6.7,7.8,5.4,4.5,6,3.4,5.2,3.6,0,,20,7,18,15,11,0
4.8,6.2,5.5,6.2,6.7,3.9,3.8,7.3,5.3,4.4,5.5,5.9,5,6.4,6.4,7.3,6.8,5,4,2.7,6.2,5.3,5.4,5.8,6.1,3.4,5.5,4.9,5,2.7,6.2,7.6,7.3,4,4.2,5.7,4.3,2.6,4.1,6.1,4.5,6,5.2,5,5.9,6.8,3.9,4.2,6.4,5.7,2.5,0,,18,8,18,18,7,0
7,4.7,6.4,7.2,5.3,5.8,3.6,7.2,5.3,4.2,5.8,5,4,7.1,4.7,5.4,4.2,4.5,4,5.6,4.5,5.5,4.8,4.8,2.7,2.9,6.9,6.5,5,3.4,5.9,4.9,5.3,4.1,4.7,3.2,6.9,4,5.3,7.3,7.2,4.7,4.1,3.2,7.1,5.3,2.9,4.1,5.7,2.5,7,0,,25,8,25,7,11,0
6.8,3.6,6.4,6.2,6.2,5.1,7,4.5,4.1,4.9,5.1,4.7,5.6,6.2,5,6.6,5,3.3,4,4.8,3.6,7.7,6.9,5.8,3.6,3.3,2.8,7.1,5.6,5.8,7,5.5,7.3,5.3,7.2,4.6,6.2,4.6,5,4.5,7.3,6.1,5.6,5.5,6.5,4,6.2,7.6,6.7,5,6.4,0,,16,6,17,15,13,0
7.5,5,4.9,7.5,5,6,5.8,5.5,5.7,5.1,5.3,5.2,4.8,6,2.9,5.7,4.9,6.4,5.8,3.4,3.8,5.2,5.1,5,5.3,2.6,5.7,4.4,2.7,3.3,4.9,4.4,4.7,7.1,4.2,6,6.9,4.2,5.3,5.1,4.3,6.9,6.6,6.1,5.3,6.8,5.7,5.8,3.5,3.2,4.8,0,,19,8,23,13,7,0
6.7,6.2,7.2,7.4,6.1,5.3,4.3,7.2,5.6,5.3,3.7,4.3,7,5,5.6,7.2,4.4,4.6,6.2,6.4,4.8,5,5.6,5,4.4,6.2,4,4.4,4.9,6.6,5.5,5.5,7.4,4.7,4.5,4.6,4.1,6.2,5.1,6.6,5.6,5.8,6.7,6.9,7.7,5,3.7,5.5,3,5.1,4.9,0,,17,3,22,14,12,0
7.4,5.8,6.5,6.6,6.2,6.7,5.5,7.3,5.1,6.6,6,7.6,3.7,5.1,4.2,7.4,5.4,3.3,7.4,5,4.4,7.1,4.1,5.5,4.5,3.2,2.8,6.6,5.6,6.4,4.1,6.2,5.8,4.4,4.2,5.3,4.5,2.9,6.6,4.9,6,7.3,3.9,2.9,4.3,5.8,4.7,7,6.6,6.9,4.4,0,,19,7,17,11,16,0
5.2,4,5.8,7.4,7.3,5.5,3.9,5.8,3.9,4.9,3.8,5.5,7,7.7,7,7.4,5.4,6.8,6,6.1,3.2,5,4.1,4.4,3.2,4,3.3,7.7,4.6,3.9,4.5,4,4.8,6,7.6,3.3,2.9,5.3,3.4,5.3,6.2,4.9,5.8,6.3,5.6,4.6,4.5,6.8,6.8,3.5,6.9,0,,23,11,17,11,12,0
7.3,5.2,3.7,5.7,4.7,7.3,5.5,6.2,4.4,4.9,4.8,4.8,5.8,4.6,4,7.5,2.7,5.9,7.1,5.4,4.4,5.5,4.3,6,6,3.4,2.8,4.2,4.9,3.9,5.3,7.5,6.3,5.9,5.5,6.8,4.5,6,4.1,7.5,4.6,5.3,3.3,3.3,6.8,6.7,3.5,7.4,3.4,6.9,5.5,0,,23,9,18,13,11,0
6.6,4.3,6.8,6,4.9,5.8,4.1,3.6,3.8,4.4,4,7.7,4.8,5.3,4.9,6.9,4.8,4.3,6.3,5.8,4.3,6.8,6.8,4.3,4.3,3.2,5.3,4.5,5.8,3.2,6.9,5,5.6,5.3,5.7,5.1,3.1,2.6,4.1,6.4,4.3,7.2,3.9,5,6.2,3.5,4.1,4.7,4.2,6.9,6.9,0,,26,8,24,9,10,0
7.1,7.3,4.4,4.7,5.9,5.8,6.5,5.7,4,6,5.1,4.3,7,6.2,3,6.5,3.4,3.2,6.3,2.8,4.4,5,7.5,7.2,5.5,6.8,3.3,7,4.6,4.7,6.3,4.1,7.4,4.5,6.1,3.4,6.7,5.9,3.1,7.8,7.3,5.2,3.7,4.9,4.5,3.2,2.9,6.3,4.9,6.7,4.9,0,,23,10,16,11,14,0
4.5,5.2,6.8,7.2,5.2,6.4,3.5,4.2,5.8,4.5,7.5,5.9,4.2,7.4,3.3,6.2,5.8,3.4,6.7,6,6.9,6.4,6.4,4.9,3.5,6.5,4.3,5.9,2.8,4.5,5.7,4.2,6.3,5.3,5.4,4.7,3.1,3.8,3.2,6.9,5.8,7.8,4.8,3.9,6.6,2.6,3.9,7.1,2.8,6.2,4.7,0,,23,12,15,13,11,0
5.4,4.6,6.7,4.9,5.8,7.3,3.6,7,5.6,5.3,4.9,7.4,2.8,6.8,2.9,4.5,3.7,4.7,7.8,6.6,5.1,7.5,4,4.7,2.6,3.2,5,5.8,4.8,4.7,6.2,5.4,7.6,4.4,7.7,2.8,6.1,4.3,6.9,7.3,5.6,4.9,6.3,3.2,4.4,5.5,2.6,4.7,3.5,4.5,5.8,0,,25,10,20,9,12,0
7.3,5.7,5.7,5.7,4.8,5.2,4,5,4,6.9,5.3,5.8,3.3,6.8,4.3,7.1,3.6,4.1,7.3,6.4,5.8,6.5,6.8,4.5,5,4.7,4.2,6.9,6.5,3.1,6,6.5,4.5,5.4,4.6,3.7,4.2,4.7,4,7,7.4,6.3,4.8,5,5.1,2.8,6.1,5.8,5.1,5.8,5.7,0,,19,5,22,12,12,0
5.9,7.4,4.3,5.8,4.8,3.5,5,6.1,6.1,6,5.7,6.9,5.8,4.6,5.5,6.3,6.3,3.8,4.2,5.6,6.3,6.2,5.8,6.9,4.5,2.6,5.6,6.8,6.8,5.3,7,5.8,6.9,5.7,4.8,4.8,6.6,6.6,6.5,6.1,5.7,4.4,7,6.4,6.2,4.7,2.8,5.8,2.6,5.6,6.5,0,,14,5,11,23,12,0
4.1,5.8,5.7,5.9,5.8,7,4.1,5,6.9,5.8,5,4.9,5,5.6,6.5,5.2,6.5,4,4.5,4.3,4.7,6.5,4.7,5.8,6.5,5,5.3,5.9,5.2,3.3,7.7,6.4,6.8,4.4,6.3,5.6,2.6,5.9,6.2,6.7,6.3,6.5,3.6,6.8,5.3,5.1,6.7,7.7,4,4.2,6,0,,14,3,20,15,13,0
3.5,5.7,4.7,7.2,5.9,3.7,3.6,7.4,5.3,5.3,5.3,5,3.3,7.7,4,7.6,4.6,5.8,6,5.4,3.6,4.7,6.5,6.7,4,3.2,6.3,5.4,5.6,5.7,5.9,5.8,6.9,5.6,4.9,4.7,3.5,3.1,6.6,4.6,6,7.3,2.5,6.7,5.6,4.2,4.8,4.9,4.6,4,4.3,0,,23,9,20,12,10,0
5.8,4.5,5.4,3.5,5.8,7.3,6.7,6.3,7,6.5,6,6.3,6.5,7.1,4.9,6.9,6.8,6,6.8,3.6,5.2,6.4,7.2,7.6,3.7,6.7,3.7,5.8,3.8,2.9,6.9,4.6,6.4,4.1,5.6,5.2,4,4.1,5.5,6.4,6.6,7.3,5.7,4.2,6.4,5.2,4.1,7.5,5.4,6.6,6,0,,14,6,13,15,17,0
5.5,6.7,5.1,3.6,4.5,5.2,7.5,6.8,5.3,6.8,7.2,7.8,5.2,7.3,6.2,7.2,6.4,4.9,5.1,2.6,4.1,6.5,5.8,4.8,3,5.9,3,4.9,5.8,6.1,6.1,5.6,6.1,4.7,6,4.1,5.6,3.6,5,5.5,4.2,5.2,4.6,4.4,6,5.7,5.2,6.9,6.1,6.4,3.7,0,,16,6,18,17,10,0
3.7,3.7,4.7,6.5,6.8,5.7,4.2,4.4,5.9,6.7,5.7,4.5,6.3,7.1,3.4,6.1,6.7,5,5.4,3.6,3.9,7,5.3,5.1,4.4,4.9,4.6,4.4,4.3,3.2,4.8,6.3,6.6,6.1,6.4,4.1,6,4.7,6.5,6,5.9,6.1,6.6,5.4,4.3,6.3,5.9,5.4,5,2.6,4.9,0,,21,7,21,14,9,0
6.3,4.1,4.3,6.6,5.1,4.1,4.2,5.8,4.9,4.7,7.3,6.9,6.7,6.8,3.1,5.1,4.2,2.6,5.2,5,5.5,5.1,7.5,7.6,3.9,2.8,5.3,7,3.1,2.8,5.9,7.7,7,5.3,4.4,4.6,6.1,6.9,5.5,5.2,5.4,6.2,5.4,6.9,7.1,4.7,6.3,5.5,5.2,5.3,5,0,,16,6,23,9,13,0
4.3,5.6,6.9,7.1,5,4.2,5.3,3.7,5.9,3.9,5.3,5.5,3.9,5.7,6,4.2,3.6,4.6,6,4.4,5.2,4.8,5.3,5.1,3.6,6.4,3.8,5.1,3.2,4.8,7.2,5.5,5.4,6.8,5.6,5.4,3.8,3.6,6.9,4.7,5.6,5.9,6.6,7,4.3,5.6,5.9,6.9,2.5,4.3,6.6,0,,20,10,19,13,9,0
6.8,6.3,5.1,4.6,6.9,6.1,4.5,6.6,4.1,6,3.8,4.3,6.6,6.2,6.4,4.6,6,6.5,5.7,6.3,2.6,5.4,6.9,6.6,4,3.9,4.9,5.4,6.8,2.7,5,5.4,7.7,6.4,4.9,5.6,6.2,3.1,5,6,5.5,5.5,3.5,2.6,5.8,4.6,3.6,5.8,2.9,6.6,6,0,,18,9,15,17,10,0
4.3,4.8,7.3,4.6,6,7.2,5.4,7.5,6.1,5.4,6.6,7.1,2.7,7,3.6,4.6,6.7,3.4,6,3.1,4.3,4.3,4.7,5.8,5.2,5.6,4.2,4.6,2.6,4.9,4.5,5.7,6.5,4.7,6.5,5.8,4.9,5.6,2.8,6.2,7.7,7.5,6.9,6.3,7.2,6.7,3.8,6.5,3.1,3.1,3.4,0,,23,10,16,10,15,0
4.5,5,4.6,4.5,3.8,3.9,5.5,6.5,3.8,6.6,7.3,5,4.8,6.2,6,4.4,4.6,6.4,5.2,6.3,3.4,6.2,4.5,6.7,3.7,3.9,3.7,6.4,6.5,3.7,4.4,4,7.6,4.9,5.6,5.8,6.4,4.3,5.7,7.7,7.6,4.5,3.6,5.4,5,3.4,2.7,5.3,5.3,3,4.9,0,,25,12,20,11,8,0
7,7.4,4.9,4.6,5.2,5.2,7.1,4.5,4.7,5.4,4.4,7,3.5,6.8,6.6,7.5,3.5,3.9,5.2,6,6.2,7.1,4.8,6.7,5.6,3.4,3.1,4.6,3.9,3.8,7.1,7.1,7,4.5,4.6,3.3,4,5.9,6,4.6,5,5,6.2,5.9,6.3,2.5,5.6,6.5,5.8,2.6,5.7,0,,21,10,17,11,13,0
4,4.2,3.6,5.4,7.4,3.9,3.9,5.3,5.3,3.6,5.8,5.3,3.5,6.3,3.9,5,2.8,2.7,5.4,2.8,5.6,7.7,7.5,4.7,4.1,2.8,4.5,7.4,6,4.1,6.5,5.3,5.8,5.7,7,5.5,6.7,5,5.3,7.1,6.7,6.8,2.5,6.4,4.9,2.6,4,4.1,2.7,4.9,6.8,0,,23,13,19,8,11,0
4.3,5,5.9,6.1,5.9,6.6,7.2,4.4,3.7,6.1,5.6,5.1,3.7,4.4,4.8,4.4,2.7,5.5,6.8,3.8,3.9,5.9,7.5,7.3,3.2,4.9,2.7,7.2,6.2,4.5,7.7,5.8,7.1,4.3,5.7,6.8,2.5,5.4,4.6,4.4,7.5,5,5.5,6.5,6,3.9,3.8,6.2,6,4.1,5.6,0,,21,10,15,15,11,0
4,4.3,6.9,4.7,5.5,5.3,4.7,3.5,4.7,7,5.3,5.5,6,6.4,6.1,5.9,4.5,2.8,7.5,4.5,4.4,4.2,7,5.9,2.6,3.7,7,4.9,5.4,5.1,7.8,7.6,7.3,4.7,5.4,6.3,6,6.2,6.3,4.2,4.4,5.9,2.7,4.8,4.1,4.2,6.2,6.8,4.5,2.7,4.5,0,,24,6,23,13,9,0
6.7,4.9,4.9,6.1,3.9,4.5,6.3,4.6,5.6,5.5,4.2,6.6,4.5,4.9,4.8,4.7,6.7,4,4.1,6.8,3.2,7,6.7,6.1,4,4.4,2.8,4.6,6,5,7.5,4.9,6.2,4.5,7.6,6.7,4.1,5,5.9,4.7,6.6,4.1,5.4,3.2,5.2,5.7,6,5.6,4.5,2.6,5.8,0,,25,5,24,12,10,0
7.5,6.7,5.4,4.6,4.4,6.4,5.2,6.9,5.5,4.1,4.9,7,6.3,6,3.3,4.4,3.6,5.4,4.6,3.6,6.6,5.3,6.2,4.8,5.1,3.4,6.4,4.6,6.4,2.9,7.4,6.8,7.5,6.2,4.2,4.1,5.8,6.5,3.3,7.5,4.8,7.1,5.2,2.8,5,6,5.8,6.4,4.3,2.8,4.6,0,,21,8,20,12,11,0
3.9,5.6,5.5,6.7,4.2,5.2,4.4,5.2,5.6,5.6,5.5,6,3.1,4.6,5.3,5.8,2.5,4.3,4.1,2.9,6.1,6.3,5.3,6.9,3.6,5.5,4,4.7,3.2,4.2,5.7,5.6,6.1,7.6,4.8,4.2,5.5,7,3.1,4,6.9,5.3,4.2,5.3,5.2,3,6.7,5.4,5.4,5.4,5,0,,20,8,23,14,6,0
7.1,5.7,7.4,3.5,4.6,4,5.5,5.8,4.5,7,4.8,5.6,5.2,7,4.2,6,4.5,5.6,6.9,4.3,5.7,4,5.3,5.6,5.8,6.5,5.2,5.1,3.1,6.3,5.9,4.4,6.1,6.8,7.8,3.9,4.1,6.3,4.2,7.4,6.3,5.4,6.3,3.9,4.8,4.9,5.2,5.4,3.5,6.9,6.6,0,,18,5,20,15,11,0
6.3,7,3.7,3.8,5.3,5,5,7.2,6.9,6.9,6.5,6.7,3.5,5.5,5.9,4.9,4.7,6.6,7.3,3.1,4.6,5.1,5.5,4.5,5.2,5.6,3.7,4.7,3.6,5.9,4.2,6.1,5.2,7.5,5.2,2.9,5.4,5.2,6.1,6.9,6.9,5.6,3.5,5.9,4.7,4,3.9,6,3.3,5.6,5.9,0,,18,10,17,13,11,0
4.3,6.6,4.6,4,5.8,6.6,4.2,6.1,4.3,5.3,7.2,6,5.2,4.5,6.3,6.3,3.8,2.8,4.2,4.9,3.2,7.1,5.7,7.1,4.8,4.4,2.7,4.7,4.2,6.4,6.1,5.2,4.1,5.8,6.1,3.6,4.9,6.5,4.9,7.5,5.7,5.7,6.5,5.2,6.2,6.9,4.1,6.7,5.2,2.8,6.9,0,,22,6,21,13,11,0
7.2,5.7,4.5,4.4,5.8,7.1,5,5.2,5.6,5.1,4.2,5.1,5.2,4.5,4,7.7,6.3,4.1,5.6,6.4,4.3,4.7,5.3,4,4.7,2.7,2.8,4.7,4.8,6.6,7.1,7.3,4.8,4.1,6.4,4.3,5.5,3.8,4.2,5.2,5.2,6.4,4.4,4.6,5.8,5.3,2.8,5.9,4.5,3.9,5,0,,24,5,29,11,6,0
6.5,6.3,4.8,7.1,6.7,5.3,7.1,6.3,4.6,3.8,3.6,5.7,2.8,4.9,2.8,4.3,6.7,5.4,4.1,3.9,5.2,7.8,6,6,6.8,3.2,3.2,6.8,5.4,5.3,4,7.5,6.7,7.7,6.8,2.8,6.7,4.7,3.4,5,4.7,5.2,4.7,6.2,4,6.9,5.5,6.6,2.9,3.4,5.1,0,,21,11,18,7,15,0
5.2,3.6,6,5.1,4.1,4.5,5.2,3.6,3.8,5.2,6.4,4.7,4.9,6.2,4.7,4.1,4.1,4.5,5.5,4.1,2.5,7,7,4.2,2.9,6.4,4.4,6.5,6.1,6.1,4.2,6.7,4.6,4.6,5.5,2.6,4.5,4.8,6.8,4.4,7.1,4.5,3.4,2.7,4.4,4.1,3.6,4.2,4.9,5.8,2.8,0,,32,10,26,9,6,0
6.3,7,3.5,7,4.6,4,5.1,5.2,5.6,6,5,5.7,2.6,4.4,2.8,6.7,2.6,6,6.8,4.9,4.8,7.7,5.7,5.8,3.3,4.2,2.7,4.7,6.7,3.3,5.3,7.7,5.5,4.6,6.1,6.7,6.2,4.7,4,4.3,5.9,5.4,6,4.3,7.6,4.4,3.1,4.5,5.7,3.1,6.9,0,,23,9,19,13,10,0
4.2,3.6,3.8,4.3,4.1,7,5.8,5.4,7.3,6.3,7.3,6.1,3.6,6.7,5.4,7.1,4.3,5.2,4.2,3.1,5.9,6.1,7.1,7,5.2,6.5,6.7,6,6.2,4.4,5.5,6,4.7,5.7,7.8,3.1,4.9,4.3,5.9,7.4,7,5.5,5.6,6.5,4.1,3.1,5.2,6.8,3.3,4.6,6.4,0,,18,7,16,14,14,0
